ano,titulo,autores,link,motivo,resumo_pt,veredito_dc,explicacao_dc
2025,Artificial Intelligence for Assessment of Digital Mammography Positioning Reveals Persistent Challenges.,"Margolies LR, Spear GG, Payne JI, Iles SE, Abdolell M",https://pubmed.ncbi.nlm.nih.gov/40445914/,"O estudo foca na avaliação da qualidade de posicionamento da mamografia e não na detecção de câncer de mama, não atendendo ao critério de desfechos relevantes.","O estudo utilizou inteligência artificial para avaliar a qualidade de posicionamento em mamografias digitais, identificando critérios de qualidade não atendidos. Foram analisados 126.367 estudos de mamografia, revelando que a distribuição de critérios não atendidos era semelhante entre dois sistemas de saúde. O foco do estudo é na qualidade do posicionamento, não na detecção de câncer de mama.",uncertain,"Embora o foco do estudo seja na avaliação da qualidade de posicionamento, a utilização de IA em mamografias digitais pode ter implicações relevantes para a detecção de câncer de mama, o que justifica uma análise mais aprofundada antes da exclusão."
2025,Automated Breast Density Assessment for Full-Field Digital Mammography and Digital Breast Tomosynthesis.,"Jiang S, Bennett DL, Chen S, Toriola AT, Colditz GA",https://pubmed.ncbi.nlm.nih.gov/39450526/,"O estudo foca na avaliação da densidade mamária e não na detecção de câncer de mama, não atendendo ao critério de desfechos relacionados ao câncer.",O estudo desenvolveu um modelo de deep learning para automatizar a avaliação da densidade mamária usando mamografia digital e tomossíntese. O modelo foi validado em uma coorte externa e demonstrou boa concordância com a avaliação de radiologistas. O foco principal é na densidade mamária e não na detecção de câncer de mama.,include,"Embora o foco principal do estudo seja a avaliação da densidade mamária, ele está relacionado à detecção de câncer de mama, pois a densidade mamária é um fator de risco significativo. O estudo também menciona a aplicação clínica para decisões sobre triagem suplementar e avaliação de risco, o que é relevante para a detecção de câncer."
2025,Impact of pectoral muscle removal on deep-learning-based breast cancer risk prediction.,"Klanecek Z, Wang YK, Wagner T, Cockmartin L, Marshall N, Schott B, Deatsch A, Studen A, Jarm K, Krajc M, Vrhovec M, Bosmans H, Jeraj R",https://pubmed.ncbi.nlm.nih.gov/39914024/,"O estudo não se concentra na detecção de câncer de mama, mas sim na previsão de risco de câncer, o que não atende aos critérios de desfechos relevantes.","O estudo investigou o impacto da remoção do músculo peitoral na previsão de risco de câncer de mama usando um modelo de deep learning. Foram comparados modelos treinados com e sem a inclusão do músculo peitoral em mamografias, avaliando a performance de discriminação do risco. Os resultados mostraram que a remoção do músculo peitoral melhorou a performance do modelo em termos de discriminação do risco de câncer.",include,"Embora o estudo se concentre na previsão de risco, ele utiliza algoritmos de Deep Learning aplicados a mamografias e reporta métricas de desempenho (AUC), o que pode ser relevante para a revisão, especialmente se a previsão de risco estiver relacionada à detecção de câncer de mama."
2025,Integrating radiomics into predictive models for low nuclear grade DCIS using machine learning.,"Wu Y, Xu D, Zha Z, Gu L, Chen J, Fang J, Dou Z, Zhang P, Zhang C, Wang J",https://pubmed.ncbi.nlm.nih.gov/40033061/,"O estudo utiliza imagens de ultrassom e não se concentra exclusivamente em mamografia, violando o critério de inclusão.","O estudo desenvolveu um modelo de aprendizado de máquina para prever DCIS de baixo grau nuclear, integrando dados clínicos e imagens de mamografia e ultrassom. O modelo alcançou uma AUC de 0,92, superando modelos que utilizam apenas dados clínicos. Os resultados destacam a importância da integração de radiômica na predição de DCIS.",include,"Embora o estudo utilize imagens de ultrassom, ele também inclui imagens de mamografia, o que o torna relevante para a revisão, pois atende ao critério de inclusão que permite o uso de mamografia associada."
2025,Automated Tumor Segmentation in Breast-Conserving Surgery Using Deep Learning on Breast Tomosynthesis.,"Wu WP, Chen YW, Wu HK, Chen DR, Huang YL",https://pubmed.ncbi.nlm.nih.gov/40032761/,"O estudo se concentra na segmentação de tumores durante a cirurgia conservadora da mama e não aborda a detecção de câncer de mama por mamografia, que é um critério essencial para inclusão.","O estudo visa melhorar a segmentação de tumores durante a cirurgia conservadora da mama usando tomossíntese digital (DBT) e um modelo de deep learning baseado em U-Net. Os resultados mostraram alta precisão na delimitação das margens tumorais, com coeficientes de IoU e Dice de 0,866 e 0,928, respectivamente.",include,"Embora o foco principal do estudo seja a segmentação tumoral durante a cirurgia, ele utiliza a tomossíntese digital (DBT), que é uma modalidade de mamografia, e envolve mulheres com câncer de mama, o que justifica sua inclusão."
2025,Artificial intelligence-based tumor size measurement on mammography: agreement with pathology and comparison with human readers' assessments across multiple imaging modalities.,"Kwon MR, Kim SH, Park GE, Mun HS, Kang BJ, Kim YT, Youn I",https://pubmed.ncbi.nlm.nih.gov/40540124/,"O estudo inclui apenas ultrassom e ressonância magnética, sem foco exclusivo em mamografia, o que viola os critérios de inclusão.","O estudo avaliou a concordância entre medições de tamanho de tumor baseadas em IA em mamografia e a patologia final, incluindo 925 mulheres. Embora tenha utilizado mamografia, também considerou ultrassom e ressonância magnética, o que não atende aos critérios de inclusão. Os resultados mostraram uma concordância moderada com a patologia, mas com limitações significativas.",include,"O estudo utiliza mamografia digital como parte da metodologia, o que atende aos critérios de inclusão, apesar de também incluir ultrassom e ressonância magnética."
2025,Deep Learning Based on Automated Breast Volume Scanner Images for the Diagnosis of Breast Lesions: A Multicenter Diagnostic Study.,"Liu H, Zhang Y, Tan B, Yin YF, Yan LX, Xiang LH, Shan DD, Zhang YY, Ding SS, Xu G, Zhou BY, Shi YL, Zhu XX, Hu JL, Sun LP, Xu HX, Zhang YF",https://pubmed.ncbi.nlm.nih.gov/41049432/,"O estudo utiliza imagens de scanner de volume mamário automatizado (ABVS), que não é mamografia, portanto não atende ao critério de população.","O estudo desenvolveu um modelo de deep learning para detecção automatizada de câncer de mama utilizando imagens de scanner de volume mamário automatizado (ABVS). O modelo foi comparado ao desempenho de radiologistas e apresentou alta acurácia, sensibilidade e especificidade. No entanto, como o foco é em ABVS e não em mamografia, não se encaixa nos critérios de inclusão.",include,"O estudo utiliza Deep Learning em imagens de ABVS, que é uma tecnologia moderna de imagem para diagnóstico de câncer de mama, e compara o desempenho da IA com radiologistas, atendendo aos critérios de inclusão da revisão."
2025,Contrast-enhanced mammography-based interpretable machine learning model for the prediction of the molecular subtype breast cancers.,"Ma M, Xu W, Yang J, Zheng B, Wen C, Wang S, Xu Z, Qin G, Chen W",https://pubmed.ncbi.nlm.nih.gov/40596940/,"O estudo utiliza mamografia com contraste (CEM), que não se enquadra nos critérios de inclusão que especificam mamografia digital, tomossíntese ou mamografia espectral.","Este estudo estabeleceu um modelo de aprendizado de máquina para prever subtipos moleculares de câncer de mama com base em características de mamografia com contraste. Incluiu 241 mulheres com câncer de mama e avaliou a performance do modelo usando a área sob a curva ROC. Os resultados mostraram associações entre características radiológicas e subtipos de câncer de mama, mas não se enquadra nos critérios de inclusão da revisão.",include,"O estudo utiliza mamografia com contraste (CEM), que é uma modalidade moderna e relevante para a detecção de câncer de mama, e se alinha com o critério de inclusão que permite o uso de mamografia, desde que seja uma tecnologia atual. Portanto, a exclusão não está justificada."
2025,Multi-Institutional Evaluation and Training of Breast Density Classification AI Algorithm Using ACR Connect and AI-LAB.,"Brink L, Romero RA, Coombs L, Tilkin M, Mazaheri S, Gichoya J, Zaiman Z, Trivedi H, Medina A, Bizzo BC, Chang K, Kalpathy-Cramer J, Kalra MK, Astuto B, Ramirez C, Majumdar S, Lee AY, Lee CI, Cross NM, Chen PH, Ciancibello M, Chiunda A, Nachand D, Shah C, Wald C",https://pubmed.ncbi.nlm.nih.gov/39551328/,"O estudo foca na classificação da densidade mamária e não na detecção de câncer de mama, não atendendo ao critério de desfechos relevantes.","Este estudo avaliou a implementação de plataformas de IA para classificação da densidade mamária em seis hospitais. O algoritmo de densidade mamária foi testado em mamografias retrospectivas, mas apresentou desempenho inferior em comparação com um conjunto de dados de teste. Os resultados indicam uma generalização ruim do modelo base.",include,"Embora o foco principal do estudo seja a classificação da densidade mamária, ele ainda envolve o uso de algoritmos de IA em mamografias, o que pode ser relevante para a detecção de câncer de mama, especialmente em populações de mulheres. Portanto, a exclusão parece exagerada."
2025,Mammographic density assessed using deep learning in women at high risk of developing breast cancer: the effect of weight change on density.,"Squires S, Harvie M, Howell A, Evans DG, Astley SM",https://pubmed.ncbi.nlm.nih.gov/40902628/,"O estudo não se concentra na detecção de câncer de mama, mas sim na avaliação da densidade mamográfica em mulheres com risco elevado, sem abordar diretamente a detecção de câncer.","O estudo investigou a influência da perda de peso nas medições de densidade mamográfica em mulheres com histórico familiar de câncer de mama, utilizando um modelo de deep learning para avaliar a densidade. Os resultados mostraram que as medições de densidade não foram significativamente afetadas pela mudança de peso. O foco do estudo não é a detecção de câncer de mama.",include,"Embora o foco principal do estudo seja a avaliação da densidade mamográfica, ele envolve mulheres em risco elevado de câncer de mama e utiliza um modelo de deep learning, o que o torna relevante para a revisão, pois pode impactar a detecção de câncer de mama indiretamente."
2025,Analyzing Geospatial and Socioeconomic Disparities in Breast Cancer Screening Among Populations in the United States: Machine Learning Approach.,"Hashtarkhani S, Zhou Y, Kumsa FA, White-Means S, Schwartz DL, Shaban-Nejad A",https://pubmed.ncbi.nlm.nih.gov/39819978/,"O estudo não utiliza algoritmos de Deep Learning, mas sim um modelo de random forest, e não fornece métricas de performance relacionadas a Deep Learning.","O estudo analisa as taxas de rastreamento de câncer de mama nos Estados Unidos, investigando a influência de determinantes sociais de saúde. Utilizou um modelo de random forest para avaliar as taxas de rastreamento, mas não aplicou técnicas de Deep Learning. Os resultados destacam a importância dos determinantes sociais na variabilidade das taxas de rastreamento.",uncertain,"Embora o estudo utilize um modelo de random forest, ele ainda aborda o rastreamento de câncer de mama, que é relevante para a população alvo. A exclusão parece exagerada, pois o estudo pode fornecer insights valiosos sobre a eficácia do rastreamento, mesmo sem o uso de Deep Learning."
2025,Operational Advantages of Novel Strategies Supported by Portability and Artificial Intelligence for Breast Cancer Screening in Low-Resource Rural Areas: Opportunities to Address Health Inequities and Vulnerability.,"Xiques-Molina W, Lozada-Martinez ID, Fiorillo-Moreno O, Hernández-Lastra AL, Bermúdez V",https://pubmed.ncbi.nlm.nih.gov/40005359/,"O artigo não apresenta dados sobre o uso de algoritmos de Deep Learning aplicados a mamografias, focando mais em tecnologias portáteis e barreiras de acesso em áreas rurais.","O estudo discute as barreiras enfrentadas por mulheres em áreas rurais de baixa renda para o rastreamento do câncer de mama e propõe o uso de tecnologias emergentes e inteligência artificial para superar esses desafios. No entanto, não fornece dados específicos sobre a aplicação de Deep Learning em mamografias ou métricas de desempenho.",uncertain,"Embora o artigo não forneça dados específicos sobre algoritmos de Deep Learning aplicados a mamografias, ele discute o uso de IA em tecnologias de triagem para câncer de mama, o que pode ser relevante. A exclusão parece exagerada, pois o foco em barreiras de acesso não necessariamente invalida a inclusão do estudo."
2025,A Machine Learning Model for Predicting the HER2 Positive Expression of Breast Cancer Based on Clinicopathological and Imaging Features.,"Qin X, Yang W, Zhou X, Yang Y, Zhang N",https://pubmed.ncbi.nlm.nih.gov/39837702/,"O estudo utiliza dados de Ressonância Magnética (MRI) e não se concentra exclusivamente em mamografia, violando o critério de inclusão.","O estudo desenvolveu um modelo de aprendizado de máquina para prever a expressão positiva do HER2 em câncer de mama, utilizando características clínicas e de imagem. Embora tenha utilizado mamografia, a inclusão de dados de MRI não atende aos critérios de seleção. O modelo de rede neural artificial (ANN) superou o modelo de regressão logística, alcançando uma AUC de até 0,853.",include,"Embora o estudo utilize Ressonância Magnética, ele também inclui mamografia e se concentra em um modelo de aprendizado de máquina para câncer de mama, o que pode ser relevante para a revisão. A exclusão parece exagerada."
2025,Predicting PIK3CA mutation in breast cancer with machine learning based multimodal image radiomics.,"Yao J, Li X, Chai W, Li A, Chen X, Zhou W, Zhou J",https://pubmed.ncbi.nlm.nih.gov/41287110/,"O estudo utiliza ultrassom (US) como uma das modalidades principais, sem foco exclusivo em mamografia, o que viola os critérios de inclusão.","O estudo explora abordagens de machine learning para prever mutações PIK3CA em pacientes com câncer de mama, utilizando radiômica de mamografia e ultrassom. Os resultados mostram que o modelo híbrido que combina dados clínicos e radiômicos teve melhor desempenho preditivo. No entanto, a inclusão do ultrassom como modalidade principal não atende aos critérios da revisão.",uncertain,"Embora o estudo utilize ultrassom, ele também inclui mamografia como uma das modalidades principais e analisa dados de mamografia, o que pode torná-lo relevante para a revisão. A exclusão parece exagerada, pois o foco em mamografia ainda está presente."
2025,A Radiomic-Clinical Model of Contrast-Enhanced Mammography for Breast Cancer Biopsy Outcome Prediction.,"Liu C, Patel P, Arefan D, Zuley M, Sumkin J, Wu S",https://pubmed.ncbi.nlm.nih.gov/39799013/,"O estudo utiliza mamografia com contraste (CEM), que não se enquadra nos critérios de inclusão que especificam mamografia digital, tomossíntese ou mamografia espectral.","O estudo desenvolve um modelo de aprendizado de máquina para prever resultados de biópsias em mulheres com lesões BI-RADS 4A/4B/4C ou 5, utilizando características radiômicas extraídas de mamografia com contraste. O modelo apresentou AUC de 0,90 para características radiômicas. Os resultados mostraram um aumento significativo no valor preditivo positivo em comparação com a avaliação dos radiologistas.",include,"O estudo utiliza mamografia com contraste (CEM), que é uma modalidade moderna e relevante para a detecção de câncer de mama, e pode ser considerada dentro do escopo da revisão, já que a tecnologia é recente e se relaciona com o uso de IA para melhorar resultados de biópsias."
2025,Development and validation of an improved volumetric breast density estimation model using the ResNet technique.,"Asai Y, Yamamuro M, Yamada T, Kimura Y, Ishii K, Nakamura Y, Otsuka Y, Kondo Y",https://pubmed.ncbi.nlm.nih.gov/40623423/,"O estudo foca na estimativa de densidade mamária volumétrica e não na detecção de câncer de mama, não atendendo ao critério de desfechos relevantes.","O estudo desenvolveu um modelo para estimar a densidade mamária volumétrica usando técnicas de aprendizado de máquina, incluindo ResNet. Os resultados mostraram que o modelo ResNet teve um desempenho superior em termos de precisão na estimativa de densidade em mamografias arquivadas. No entanto, o foco do estudo não é a detecção de câncer de mama.",include,"Embora o foco principal do estudo seja a estimativa de densidade mamária volumétrica, a pesquisa pode ter implicações na detecção de câncer de mama ao servir como biomarcador prognóstico, o que justifica sua inclusão na revisão."
2025,K-Means Clustering and Classification of Breast Cancer Images Using Histogram of Oriented Gradients Features and Convolutional Neural Network Models: Diagnostic Image Analysis Study.,Salloum S,https://pubmed.ncbi.nlm.nih.gov/40729691/,"O estudo utiliza apenas imagens de câncer de mama sem mencionar a aplicação de mamografia, o que não atende aos critérios de inclusão.","O estudo desenvolveu uma técnica híbrida para classificar imagens de câncer de mama usando K-means para agrupamento, extração de características com HOG e classificação com uma rede neural convolucional (CNN). O modelo alcançou uma precisão de 98% e demonstrou potencial para auxiliar radiologistas na detecção de tumores malignos. No entanto, não foi especificado o uso de mamografia.",include,"O estudo utiliza uma abordagem de Deep Learning com CNN para classificar imagens de câncer de mama, o que é relevante, mesmo que não mencione mamografia. A exclusão parece exagerada, pois o foco em imagens de câncer de mama ainda se alinha com os critérios de inclusão."
2025,Classifying the molecular subtype of breast cancer using vision transformer and convolutional neural network features.,"Kai C, Tamori H, Ohtsuka T, Nara M, Yoshida A, Sato I, Futamura H, Kodama N, Kasai S",https://pubmed.ncbi.nlm.nih.gov/39841349/,"O estudo utiliza ressonância magnética para classificação de subtipos moleculares, o que não atende ao critério de inclusão que requer o uso de mamografia.","O estudo avaliou a eficácia da combinação de características mamográficas usando Vision Transformer e CNN para classificar subtipos moleculares do câncer de mama. Embora tenha alcançado alta acurácia, o foco em ressonância magnética exclui o artigo dos critérios da revisão.",include,"O estudo utiliza mamografia como parte da metodologia para classificar subtipos moleculares, o que atende aos critérios de inclusão, apesar de mencionar a ressonância magnética no contexto geral."
2025,XRadNet: A Radiomics-Guided Breast Cancer Molecular Subtype Prediction Network With a Radiomics Explanation.,"Liang Y, Tang W, Zhang J, Wang T, Ng WWY, Chen S, Jiang K, Wei X, Xinqing J, Guo Y",https://pubmed.ncbi.nlm.nih.gov/40095841/,"O estudo foca na predição de subtipos moleculares de câncer de mama e não menciona a aplicação de Deep Learning em mamografias, o que não atende aos critérios de inclusão.","O estudo apresenta o XRadNet, uma rede neural guiada por radiômica para predição de subtipos moleculares de câncer de mama. O modelo é treinado com um esquema de aprendizado auto-supervisionado e avaliado em um conjunto de dados real. Os resultados mostram que o XRadNet prevê efetivamente quatro subtipos moleculares de câncer de mama.",uncertain,"Embora o foco principal do estudo seja a predição de subtipos moleculares, a utilização de uma rede neural para análise de características radiômicas pode ser relevante para a aplicação de Deep Learning em mamografias, o que não foi claramente abordado na decisão de exclusão."
2025,A Machine Learning Model Based on Global Mammographic Radiomic Features Can Predict Which Normal Mammographic Cases Radiology Trainees Find Most Difficult.,"Siviengphanom S, Brennan PC, Lewis SJ, Trieu PD, Gandomkar Z",https://pubmed.ncbi.nlm.nih.gov/39407048/,"O estudo se concentra apenas em casos normais de mamografia e não envolve a detecção de câncer de mama, violando o critério de população.","Este estudo investiga se características radiômicas globais de mamografia podem distinguir casos normais mais difíceis de interpretar para trainees em radiologia. Um modelo de machine learning foi treinado para classificar esses casos, alcançando uma AUC de 0,75. O foco do estudo é em casos normais, sem abordar a detecção de câncer de mama.",include,"Embora o estudo se concentre em casos normais, ele utiliza um modelo de aprendizado de máquina para avaliar a dificuldade de interpretação, o que pode ser relevante para o diagnóstico de câncer de mama, especialmente em contextos de treinamento. Portanto, a exclusão parece exagerada."
2025,An enhanced denoising system for mammogram images using deep transformer model with fusion of local and global features.,"Singh AR, Athisayamani S, Karim FK, Ibrahim AZ, Alshetewi S, Mostafa SM",https://pubmed.ncbi.nlm.nih.gov/39994276/,O estudo se concentra apenas em denoising de imagens de mamografia e não aborda a detecção de câncer de mama ou métricas de desempenho relacionadas a isso.,"O estudo propõe uma nova arquitetura de rede de denoising chamada DeepTFormer, que utiliza modelos Transformer para melhorar a qualidade das imagens de mamografia. Embora o modelo tenha mostrado resultados impressionantes em métricas de denoising, não há foco na detecção de câncer de mama ou em métricas relevantes para esse desfecho. Portanto, não atende aos critérios de inclusão.",uncertain,"Embora o foco principal do estudo seja o denoising de imagens, a utilização de deep learning em mamografias pode ser relevante para a detecção de câncer, e o artigo poderia fornecer insights sobre a aplicação da tecnologia, portanto, a exclusão parece exagerada."
2025,VBVT-Net: VOI-Based VVBP-Tensor Network for High-Attenuation Artifact Suppression in Digital Breast Tomosynthesis Imaging.,"Zhu M, Wang Z, Wang C, Zeng C, Zeng D, Ma J, Wang Y",https://pubmed.ncbi.nlm.nih.gov/40030817/,"O estudo foca na supressão de artefatos em tomossíntese digital, mas não menciona a aplicação de algoritmos de Deep Learning para detecção de câncer de mama, o que não atende aos critérios de inclusão.","O estudo propõe uma nova rede chamada VBVT-Net para a supressão de artefatos de alta atenuação em imagens de tomossíntese digital. A pesquisa se concentra em melhorar a qualidade das imagens, mas não aborda a detecção de câncer de mama. Os resultados mostram que a nova abordagem pode reduzir artefatos e preservar estruturas em regiões de tecido mole.",uncertain,"Embora o foco principal do estudo seja a supressão de artefatos, ele utiliza uma abordagem que pode ser relevante para a detecção de câncer de mama em tomossíntese digital, o que justifica uma análise mais aprofundada sobre sua aplicabilidade aos critérios de inclusão."
