ano,titulo,autores,link,motivo,resumo_pt,veredito_dc,explicacao_dc
2026,Adding artificial intelligence case malignancy scoring to reduce screen-reading workload in breast screening program: results of the retrospective REAI program.,"Nitrosi A, Giorgi Rossi P, Verzellesi L, Creola M, Campari C, Vacondio R, Coriani C, Iotti V, Pattacini P, Besutti G, Trojani V, Bertolini M, Paolani G, Iori M",https://pubmed.ncbi.nlm.nih.gov/41296250/,"O estudo utiliza um algoritmo de IA para mamografia e reporta métricas de desempenho, como taxa de detecção de câncer e redução da carga de trabalho dos radiologistas.","O estudo avaliou a integração de um sistema de pontuação de malignidade por IA em um programa de rastreamento de câncer de mama, utilizando dados de 89176 exames. Os resultados mostraram uma redução na carga de trabalho dos radiologistas de até 36,1% e uma manutenção da taxa de detecção de câncer. A abordagem se mostrou economicamente viável.",,
2026,On the transfer learning behavior of domain-specific vision-language models in screening mammography.,"Khan AU, Ramasamy G, Khan MD, Garrett J, Bradshaw T, Salkowski L, Banerjee I",https://pubmed.ncbi.nlm.nih.gov/41580256/,"O estudo envolve mamografia 2D e utiliza modelos de aprendizado profundo para análise de imagens, reportando resultados de desempenho.","O estudo investiga o comportamento de transferência de modelos de linguagem-visual específicos de domínio aplicados à análise de mamografias 2D, focando na estimativa de densidade do tecido e previsão do BI-RADS. Os resultados mostram que modelos adaptados superam baselines tradicionais mesmo com apenas 5% dos dados de treinamento.",,
2026,Comparison of Digital Mammography Plus Full ABUS Review and Digital Mammography Plus Selective ABUS Review Guided by ABUS Artificial Intelligence-Computer-Aided Diagnosis for Breast Cancer Screening.,"Youn, Inyoung, Ha, Su Min, Jang, Myoung-Jin, Kwon, Mi-Ri, Chang, Jung Min",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12865112,"O estudo compara a mamografia digital com um sistema de IA para triagem de câncer de mama, reportando métricas de desempenho como sensibilidade e especificidade.","O estudo compara duas estratégias de triagem para câncer de mama: mamografia digital com revisão de ultrassom automatizado (ABUS) e mamografia digital com revisão seletiva guiada por IA. A abordagem assistida por IA reduziu as chamadas desnecessárias e melhorou a especificidade, mantendo a taxa de detecção de câncer. Foram analisadas 2.275 mulheres, com 12 diagnósticos de câncer.",,
2026,Artificial Intelligence Versus Radiologist False-Positives on Digital Breast Tomosynthesis Examinations in a Population-Based Screening Program.,"Shahrvini, Tara, Wood, Erika J, Joines, Melissa M, Nguyen, Hillary, Hoyt, Anne C, Chalfant, James S, Capiro, Nina M, Fischer, Cheryce P, Sayre, James, Hsu, William, Milch, Hannah S",https://dx.doi.org/10.2214/AJR.25.33412,"O estudo compara o desempenho de um sistema de IA com radiologistas em exames de tomossíntese digital, reportando métricas de desempenho e envolvendo uma população de mulheres em rastreamento de câncer de mama.","Este estudo avaliou as características de falsos positivos em exames de tomossíntese digital, comparando a IA com radiologistas. Incluiu 2977 mulheres e analisou 3183 exames, encontrando taxas de falsos positivos semelhantes entre ambos. Os resultados sugerem que a IA pode ajudar a melhorar a especificidade dos recalls em mamografias.",,
2025,Development of a deep learning-based automated diagnostic system (DLADS) for classifying mammographic lesions - a first large-scale multi-institutional clinical trial in Japan.,"Yamaguchi T, Koyama Y, Inoue K, Ban K, Hirokaga K, Kujiraoka Y, Okanami Y, Shinohara N, Tsunoda H, Uematsu T, Mukai H",https://pubmed.ncbi.nlm.nih.gov/40608200/,"O estudo envolve mulheres submetidas a mamografias para diagnóstico de câncer de mama e utiliza um sistema de IA baseado em Deep Learning, reportando métricas de desempenho como sensibilidade, especificidade e AUC.","Este estudo desenvolveu um sistema automatizado de diagnóstico baseado em Deep Learning para classificar lesões mamográficas, utilizando dados de 20.638 mamografias de mulheres japonesas. O sistema alcançou uma sensibilidade de 83,5% e uma especificidade de 84,7%, com AUC de 0,841. O estudo visa validar o desempenho do sistema como suporte à decisão para médicos.",,
2025,"Screening performance and characteristics of breast cancer detected in the Mammography Screening with Artificial Intelligence trial (MASAI): a randomised, controlled, parallel-group, non-inferiority, single-blinded, screening accuracy study.","Hernström V, Josefsson V, Sartor H, Schmidt D, Larsson AM, Hofvind S, Andersson I, Rosso A, Hagberg O, Lång K",https://pubmed.ncbi.nlm.nih.gov/39904652/,"O estudo envolve mulheres em rastreamento de câncer de mama, utiliza um sistema de IA baseado em Deep Learning e reporta métricas de performance relevantes.","O estudo avaliou a eficácia da triagem de câncer de mama com suporte de IA em comparação com a leitura padrão. Foram incluídas 105.934 mulheres, resultando em uma maior taxa de detecção de câncer com a IA, sem aumento significativo nas taxas de falso positivo, além de uma redução na carga de trabalho de leitura. Os resultados sugerem que a IA pode melhorar a detecção precoce de câncer de mama.",,
2025,Artificial intelligence for breast cancer screening in mammography (AI-STREAM): preliminary analysis of a prospective multicenter cohort study.,"Chang YW, Ryu JK, An JK, Choi N, Park YM, Ko KH, Han K",https://pubmed.ncbi.nlm.nih.gov/40050619/,"O estudo envolve mulheres em rastreamento de câncer de mama e utiliza IA baseada em Deep Learning para comparação com radiologistas, reportando métricas de desempenho.","Este estudo avaliou a eficácia da inteligência artificial (IA) na detecção de câncer de mama em mamografias, comparando a precisão diagnóstica de radiologistas com e sem o uso de detecção assistida por IA. Com uma coorte de 24.543 mulheres, os resultados mostraram um aumento significativo nas taxas de detecção de câncer com o uso da IA, sem afetar as taxas de recall.",,
2025,Nationwide real-world implementation of AI for cancer detection in population-based mammography screening.,"Eisemann N, Bunk S, Mukama T, Baltus H, Elsner SA, Gomille T, Hecht G, Heywang-Köbrunner S, Rathmann R, Siegmann-Luz K, Töllner T, Vomweg TW, Leibig C, Katalinic A",https://pubmed.ncbi.nlm.nih.gov/39775040/,"O estudo envolve mulheres em rastreamento de câncer de mama e utiliza um sistema de IA baseado em Deep Learning para comparação com a leitura padrão, reportando métricas de desempenho.","O estudo PRAIM avaliou a implementação de um sistema de IA para suporte à leitura dupla em mamografias, envolvendo 463,094 mulheres. Os resultados mostraram uma taxa de detecção de câncer de mama superior no grupo com suporte de IA, sem aumento na taxa de recall. A IA melhorou as métricas de rastreamento mamográfico.",,
2025,Triaging mammography with artificial intelligence: an implementation study.,"Friedewald SM, Sieniek M, Jansen S, Mahvar F, Kohlberger T, Schacht D, Bhole S, Gupta D, Prabhakara S, McKinney SM, Caron S, Melnick D, Etemadi M, Winter S, Saensuksopa T, Maciel A, Speroni L, Sevenich M, Agharwal A, Zhang R, Duggan G, Kadowaki S, Kiraly AP, Yang J, Mustafa B, Matias Y, Corrado GS, Tse D, Eswaran K, Shetty S",https://pubmed.ncbi.nlm.nih.gov/39881074/,"O estudo envolve mulheres submetidas a rastreamento de câncer de mama e utiliza um sistema de IA para priorizar casos, reportando métricas de desempenho relacionadas ao tempo de diagnóstico.","O estudo avaliou a implementação de um sistema de IA para priorizar casos de mamografia em um grupo experimental, reduzindo o tempo para diagnóstico em comparação ao grupo controle. Os resultados mostraram uma redução significativa no tempo para imagens adicionais e diagnóstico de biópsia, melhorando a eficiência do atendimento. Todos os casos diagnosticados com câncer foram priorizados pela IA.",,
2025,Mammographic classification of interval breast cancers and artificial intelligence performance.,"Yu TT, Hoyt AC, Joines MM, Fischer CP, Yaghmai N, Chalfant JS, Chow L, Mortazavi S, Sears CD, Sayre J, Elmore JG, Hsu W, Milch HS",https://pubmed.ncbi.nlm.nih.gov/40249223/,"O estudo investiga a classificação de cânceres de mama intervalares usando uma ferramenta de deep learning aplicada a mamografias digitais e tomossíntese, reportando métricas de desempenho.","O estudo avaliou a classificação de cânceres de mama intervalares e a eficácia de uma ferramenta de IA em mamografias digitais e tomossíntese. Foram analisadas 184.935 mamografias, identificando 148 cânceres intervalares. A IA conseguiu localizar tipos de câncer visíveis com maior precisão, destacando a importância da tecnologia na detecção precoce.",,
2025,Radiologist and AI Concordance in Screening Mammography and Association with Future Breast Cancer Risk.,"Kim EY, Park EK, Kwon MR, Kim M, Park J, Kang J, Cho Y, Lee S, Song M, Kim KH, Kim TS, Lee H, Kwon R, Lim GY, Choi J, Ham SY, Kook SH, Chang Y, Ryu S",https://pubmed.ncbi.nlm.nih.gov/41091030/,"O estudo avalia a concordância entre radiologistas e IA em mamografias digitais, reportando métricas de desempenho e resultados relevantes sobre a incidência de câncer de mama.","Este estudo retrospectivo analisou a concordância entre radiologistas e um sistema de IA em mamografias digitais, envolvendo mulheres coreanas. Os resultados mostraram que a concordância positiva entre IA e radiologistas estava associada à maior incidência de câncer de mama em um seguimento de 7,3 anos. O estudo fornece dados sobre a influência da densidade mamária na relação entre a concordância e o risco de câncer.",,
2025,Deep learning prediction of mammographic breast density using screening data.,"Chen C, Wang E, Wang VY, Chen X, Feng B, Yan R, Zhu L, Xu D",https://pubmed.ncbi.nlm.nih.gov/40185813/,"O estudo utiliza deep learning para avaliar a densidade mamográfica em mulheres, comparando o desempenho com radiologistas e reportando métricas de performance.","Este estudo investigou modelos de deep learning para a avaliação objetiva da densidade mamográfica em mulheres. Foram utilizados dados de mamografias de 9.621 mulheres, com quatro modelos de DL avaliados. O modelo InceptionV3 apresentou melhor desempenho em comparação com radiologistas em categorias densas, sugerindo que o DL pode auxiliar na quantificação da densidade mamária.",,
2025,Sensitivity of a deep-learning-based breast cancer risk prediction model.,"Klanecek Z, Wang YK, Wagner T, Cockmartin L, Marshall N, Schott B, Deatsch A, Studen A, Jarm K, Krajc M, Vrhovec M, Bosmans H, Jeraj R",https://pubmed.ncbi.nlm.nih.gov/40194545/,"O estudo investiga um modelo de previsão de risco de câncer de mama baseado em deep learning, utilizando mamografias e reportando métricas de desempenho como AUC.","O estudo avaliou a sensibilidade de um modelo de previsão de risco de câncer de mama baseado em deep learning a alterações de imagem em mamografias. Foram analisadas 5076 mamografias, e o modelo manteve um desempenho de discriminação estável, com AUC de 0,90 para 1 ano e 0,77 para 5 anos, apesar das alterações testadas. Os resultados indicam que, embora as alterações não afetem o desempenho geral, mudanças significativas podem ocorrer em previsões individuais.",,
2025,"An assessment of breast cancer HER2, ER, and PR expressions based on mammography using deep learning with convolutional neural networks.","Zeng S, Chen H, Jing R, Yang W, He L, Zou T, Liu P, Liang B, Shi D, Wu W, Lin Q, Ma Z, Zha J, Zhong Y, Zhang X, Shao G, Gong P",https://pubmed.ncbi.nlm.nih.gov/39924532/,"O estudo utiliza deep learning em mamografia para prever expressões de receptores relacionados ao câncer de mama, reportando métricas de performance como AUC e acurácia.","O estudo desenvolveu um modelo de deep learning (CBAM ResNet-18) para prever as expressões de HER2, ER e PR em mamografias de pacientes com câncer de mama. O modelo foi validado com cinco-fold cross-validation e testado em um conjunto de dados externo, apresentando métricas de AUC, acurácia e F1-score. Os resultados indicam que o modelo pode servir como uma ferramenta diagnóstica auxiliar.",,
2025,"Deep learning mammography-based breast cancer risk model, its serial change, and breast cancer mortality.","Shin S, Chang Y, Ryu S",https://pubmed.ncbi.nlm.nih.gov/40900381/,"O estudo utiliza um modelo de deep learning baseado em mamografia para prever a mortalidade específica por câncer de mama, atendendo aos critérios de população, intervenção e desfechos.","Este estudo investigou a associação entre o modelo de deep learning Mirai, baseado em mamografia, e a mortalidade específica por câncer de mama em uma coorte de mulheres coreanas. A pesquisa incluiu 124.653 mulheres que passaram por rastreamento mamográfico, e os resultados mostraram que os escores de risco mais altos estavam associados a uma mortalidade significativamente maior. As mudanças nos escores de risco ao longo do tempo também foram relacionadas à mortalidade.",,
2025,Evaluation of a Mammography-based Deep Learning Model for Breast Cancer Risk Prediction in a Triennial Screening Program.,"Rothwell JWD, Rogers P, Payne NR, Huang Y, Kaggie JD, Hickman SE, Kilburn-Toppin F, Kasmai B, Juette A, Gilbert FJ",https://pubmed.ncbi.nlm.nih.gov/41147910/,"O estudo utiliza um algoritmo de Deep Learning aplicado a mamografias digitais para prever o risco de câncer de mama em mulheres, reportando métricas de performance como AUC.","O estudo avaliou a capacidade preditiva de um modelo de Deep Learning (Mirai) para identificar cânceres de intervalo em um programa de rastreamento mamográfico trienal no Reino Unido. Foram analisadas 134.217 mamografias digitais, com AUCs variando de 0,67 a 0,72 para previsões de câncer de intervalo. O modelo pode ajudar na identificação de mulheres para triagens mais frequentes.",,
2025,Performance of Digital Mammography-Based Artificial Intelligence Computer-Aided Diagnosis on Synthetic Mammography From Digital Breast Tomosynthesis.,"Lee KE, Song SE, Cho KR, Bae MS, Seo BK, Kim SY, Woo OH",https://pubmed.ncbi.nlm.nih.gov/39999963/,"O estudo envolve mulheres submetidas a mamografia digital e tomossíntese, utilizando um sistema de IA baseado em Deep Learning, e reporta métricas de performance como AUC, sensibilidade e especificidade.","O estudo avaliou o desempenho de um sistema de diagnóstico assistido por IA em mamografias digitais e mamografias sintéticas. Foram analisadas 501 mulheres, e os resultados mostraram que a sensibilidade e a especificidade variaram entre as modalidades, com a mamografia sintética apresentando menor sensibilidade. O estudo fornece métricas de performance relevantes.",,
2025,Deep learning-based classification of benign and malignant breast microcalcifications in mammography.,Shia WC,https://pubmed.ncbi.nlm.nih.gov/41315645/,"O estudo utiliza deep learning para classificar microcalcificações em mamografias, reportando métricas de performance como AUC e acurácia, atendendo aos critérios de inclusão.","O estudo avaliou a classificação de microcalcificações benignas e malignas em mamografias utilizando modelos de deep learning, especificamente variantes do ResNet e EfficientNet. Os resultados mostraram que os modelos EfficientNet superaram os ResNet em termos de métricas de performance, como AUC e F1-score, sugerindo sua integração em fluxos de trabalho diagnósticos.",,
2025,Breast Cancer Detection with Standalone AI versus Radiologist Interpretation of Unilateral Surveillance Mammography after Mastectomy.,"Ha SM, Lee JM, Jang MJ, Kim HK, Chang JM",https://pubmed.ncbi.nlm.nih.gov/40197097/,"O estudo compara a detecção de câncer de mama em mamografias unilaterais usando IA e radiologistas, reportando métricas de desempenho como sensibilidade e especificidade.","O estudo avaliou a eficácia de uma IA autônoma na detecção de câncer de mama em mamografias unilaterais de pacientes com histórico de câncer. A IA apresentou maior sensibilidade, mas menor especificidade em comparação com radiologistas. Os resultados indicam que a IA pode detectar mais casos de câncer que foram perdidos pelos radiologistas.",,
2025,Differentiation of Suspicious Microcalcifications Using Deep Learning: DCIS or IDC.,"Xu W, Deng S, Mao G, Wang N, Huang Y, Zhang C, Sa G, Wu S, An Y",https://pubmed.ncbi.nlm.nih.gov/40835571/,"O estudo utiliza um modelo de deep learning para diferenciar tipos de câncer de mama em mamografias, reportando métricas de performance relevantes.","O estudo explora o uso de um modelo baseado em deep learning para distinguir entre carcinoma ductal in situ (DCIS) e carcinoma ductal invasivo (IDC) em mamografias com microcalcificações suspeitas. Utilizando Resnet101, o modelo alcançou uma AUC de 0.97, sensibilidade de 0.94 e especificidade de 0.92. Os resultados indicam que o deep learning é eficaz na diferenciação entre esses tipos de câncer.",,
2025,A multi stage deep learning model for accurate segmentation and classification of breast lesions in mammography.,"Ahmad S, Neal Joshua ES, Rao NT, Ghoniem RM, Taye BM, Bharany S",https://pubmed.ncbi.nlm.nih.gov/41131156/,"O estudo apresenta um modelo de Deep Learning aplicado a mamografias para detecção e classificação de lesões, reportando métricas de performance como acurácia, sensibilidade e AUC.","O estudo apresenta um modelo de Deep Learning chamado Multi-Stage Deep Lesion Model (MSDLM) para segmentação e classificação de lesões em mamografias. O modelo utiliza U-Net e EfficientNetV2 B0, alcançando uma acurácia de 97,6% e uma sensibilidade de 91,25%. Os resultados indicam um AUC de 95,75%, demonstrando a eficácia do modelo na detecção de câncer de mama.",,
2025,Artificial intelligence reading digital mammogram: enhancing detection and differentiation of suspicious microcalcifications.,"Mansour S, Mokhtar O, Abd El Galil MSM, Taha SN, Shetat OMM",https://pubmed.ncbi.nlm.nih.gov/39471486/,"O estudo investiga o uso de IA em mamografias digitais para detectar microcalcificações suspeitas, reportando métricas de desempenho como sensibilidade e valor preditivo negativo.","O estudo analisa o impacto da inteligência artificial na sensibilidade das mamografias digitais para a detecção de microcalcificações agrupadas em 447 pacientes. A IA foi aplicada para fornecer uma avaliação quantitativa das anomalias, mostrando uma sensibilidade de 94,7% na detecção de lesões malignas. Os resultados indicam que a IA pode melhorar a detecção de câncer de mama, embora a leitura por um especialista humano ainda seja necessária.",,
2025,Mammography classification with multi-view deep learning techniques: Investigating graph and transformer-based architectures.,"Manigrasso F, Milazzo R, Russo AS, Lamberti F, Strand F, Pagnani A, Morra L",https://pubmed.ncbi.nlm.nih.gov/39244796/,"O estudo investiga técnicas de deep learning aplicadas à mamografia, utilizando arquiteturas baseadas em transformadores e grafos, e reporta métricas de desempenho.","O estudo avalia arquiteturas de deep learning multi-view para classificação de mamografias, comparando arquiteturas baseadas em transformadores e grafos com redes neurais convolucionais. Os resultados indicam que as arquiteturas baseadas em transformadores superam outras abordagens, destacando a importância de um ensemble de diferentes arquiteturas para melhores resultados na detecção de câncer de mama.",,
2025,Mammogram mastery: Breast cancer image classification using an ensemble of deep learning with explainable artificial intelligence.,"Kumar Mondal P, Jahan MK, Byeon H",https://pubmed.ncbi.nlm.nih.gov/40441211/,"O estudo utiliza um modelo de Deep Learning (Inception V3) para classificar imagens de mamografia, reportando métricas de performance como acurácia e F1 score.","O estudo apresenta um método eficaz de Deep Learning para classificar imagens de mamografia em categorias de câncer e não câncer. Utilizando a arquitetura Inception V3, o modelo alcançou 99% de acurácia e 99% de F1 score, demonstrando alta eficácia na detecção automática de câncer de mama.",,
